mes,ccaa,province,date,ine_code,new_cases,PCR,TestAc,activos,hospitalized,hospitalized_accumulated,hospitalized_new,intensive_care,deceased,cases_accumulated,cases_accumulated_PCR,recovered,deceased_hosp_eus,num_casos,num_casos_prueba_pcr,num_casos_prueba_test_ac,num_casos_prueba_ag,num_casos_prueba_elisa,num_casos_prueba_desconocida,num_casos_cum1,num_casos2,num_hosp,num_uci,num_def,num_casos_cum2,num_hosp_cum,num_uci_cum,num_def_cum,poblacion,cases_per_cienmil,intensive_care_per_1000000,deceassed_per_100000,hospitalized_per_100000,cases_14days,cases_7days,cases_PCR_14days,cases_PCR_7days,daily_cases,daily_cases_avg7,daily_cases_PCR,daily_cases_PCR_avg7,daily_deaths,daily_deaths_hosp_eus,daily_deaths_inc,daily_deaths_avg3,daily_deaths_avg7,daily_deaths_avg7_hosp_eus,deaths_last_week,num_casos_avg7,num_casos_prueba_pcr_avg7,num_casos2_avg7,ia14,carga_id,daily_deaths_calculated,cases_per_100k
Junio 2021,Ceuta,Ceuta,2021-06-01,51,40,37,3,0,69,0,0,36,1961,51610,48815,0,0,0,0,0,0,0,0,0,40,3,1,0,51612,8446,741,1959,1022800,5045.95,3.52,191.73,6.75,729,341,659,309,40,8.571428571428571,37,44.1,0,0,0.0,0.0,263.85714285714283,0,3,0,0,48.7,64.4,202106,1846.0,5045.95228783731
Junio 2021,Castilla - La Mancha,Ciudad Real,2021-06-01,13,0,65,0,0,31,0,0,12,1187,0,62099,0,0,0,0,0,0,0,0,0,70,3,0,0,62505,5931,570,1175,654214,0.0,1.83,181.44,4.74,0,0,871,471,0,0.0,65,67.3,1,0,0.1,1.3,-76.57142857142857,0,5,0,0,69.4,133.1,202106,1187.0,0.0
Junio 2021,Andalucía,Córdoba,2021-06-01,14,0,0,0,0,1573,113509,118,441,16947,0,721009,0,0,0,0,0,0,0,0,0,1110,58,7,6,709374,99912,7602,15272,6663394,0.0,6.62,254.33,23.61,0,0,15783,7276,0,58.285714285714285,1136,1039.4,5,0,0.0,11.3,2284.8571428571427,0,62,0,0,1019.4,236.9,202106,15991.0,0.0
Junio 2021,Galicia,"Coruña, A",2021-06-01,15,0,214,0,0,206,0,0,32,2189,0,68096,0,0,0,0,0,0,0,0,0,162,5,3,0,69627,5935,455,2146,694844,0.0,4.61,315.03,29.65,0,0,2144,1143,0,34.285714285714285,214,164.4,2,0,0.1,3.7,145.57142857142858,0,16,0,0,147.0,308.6,202106,1018.0,0.0
Junio 2021,Castilla - La Mancha,Cuenca,2021-06-01,16,55,50,5,0,65,0,0,37,1961,51570,48778,0,0,0,0,0,0,0,0,0,55,1,0,0,51572,8443,740,1959,1022800,5042.04,3.62,191.73,6.36,768,352,698,318,55,7.857142857142857,50,45.4,0,0,0.0,0.7,203.0,0,6,0,0,50.3,68.2,202106,1961.0,5042.041454829879
Junio 2021,País Vasco,Gipuzkoa,2021-06-01,20,12,0,0,0,12,0,0,4,858,0,24852,0,0,0,0,0,0,0,0,0,12,0,0,0,25255,2545,214,865,394151,0.0,1.01,217.68,3.04,0,0,187,91,12,102.42857142857143,12,13.0,0,0,0.0,0.0,122.57142857142857,0,1,0,0,12.9,47.4,202106,858.0,0.0
Junio 2021,Cataluña,Girona,2021-06-01,17,0,0,0,0,268,0,0,72,1969,124560,0,0,0,0,0,0,0,0,0,0,426,18,0,1,123307,10232,1039,1946,1942389,6412.72,3.71,101.37,13.8,4685,2390,0,0,315,98.71428571428571,0,0.0,4,0,0.2,0.0,-23.285714285714285,0,11,0,0,336.9,241.2,202106,-166.0,6412.721653592561
Junio 2021,Andalucía,Granada,2021-06-01,18,0,0,0,0,122,0,0,18,966,47546,0,0,0,0,0,0,0,0,0,0,98,7,2,0,47298,4378,412,950,633564,7504.53,2.84,152.47,19.26,1497,684,0,0,0,115.42857142857143,0,0.0,1,0,0.0,0.0,-112.42857142857143,0,10,0,0,103.1,236.3,202106,-790.0,7504.529929099507
Junio 2021,Castilla - La Mancha,Guadalajara,2021-06-01,19,0,21,0,302,17,0,0,1,96,0,8912,8514,0,0,0,0,0,0,0,0,18,4,1,0,8915,682,111,96,86487,0.0,1.16,111.0,19.66,0,0,236,141,0,0.0,21,20.1,0,0,0.0,0.3,-75.28571428571429,0,4,0,0,20.0,272.9,202106,96.0,0.0
Junio 2021,Andalucía,Huelva,2021-06-01,21,0,69,0,0,65,0,0,21,1711,0,45848,0,0,0,0,0,0,0,0,0,86,2,0,0,45393,5621,320,1708,495761,0.0,4.24,345.13,13.11,0,0,943,432,0,77.28571428571429,69,72.8,0,0,0.0,0.7,190.57142857142858,0,4,0,0,60.3,190.2,202106,1333.0,0.0
Junio 2021,Aragón,Huesca,2021-06-01,22,0,0,0,0,65,0,0,6,371,29722,0,0,0,0,0,0,0,0,0,0,144,8,0,0,29767,2185,159,374,521870,5695.29,1.15,71.09,12.46,1136,630,0,0,45,24.857142857142858,0,0.0,1,0,0.3,0.0,-15.571428571428571,0,2,0,0,100.1,217.7,202106,-109.0,5695.28809856861
Junio 2021,Andalucía,Jaén,2021-06-01,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,46259,5671,322,1715,495761,0.0,0.0,0.0,0.0,0,0,0,0,0,86.14285714285714,0,0.0,0,0,0.0,0.0,-140.28571428571428,0,5,0,0,27.6,0.0,202106,-983.0,0.0
Junio 2021,Castilla y León,León,2021-06-01,24,0,0,0,0,54,0,0,10,1170,58923,0,0,0,0,0,0,0,0,0,0,47,5,1,0,56096,6400,1016,1109,1119596,5262.88,0.89,104.5,4.82,726,321,0,0,54,38.42857142857143,54,45.9,0,0,0.0,0.0,-135.42857142857142,0,1,0,0,46.6,64.8,202106,-951.0,5262.880539051586
Junio 2021,Cataluña,Lleida,2021-06-01,25,0,53,0,0,31,0,0,16,1723,0,46734,0,0,0,0,0,0,0,0,0,32,2,0,0,46218,5668,322,1715,495761,0.0,3.23,347.55,6.25,0,0,561,253,0,16.714285714285715,53,40.0,0,0,0.0,0.3,131.57142857142858,0,3,0,0,32.1,113.2,202106,920.0,0.0
Junio 2021,Galicia,Lugo,2021-06-01,27,26,0,0,0,19,0,0,3,805,40935,0,0,0,0,0,0,0,0,0,0,38,0,0,0,40638,3494,431,796,579962,7058.22,0.52,138.8,3.28,333,191,0,0,26,18.142857142857142,0,0.0,0,0,0.0,0.0,84.42857142857143,0,2,0,0,28.0,57.4,202106,589.0,7058.221055862281
Junio 2021,"Madrid, Comunidad de",Madrid,2021-06-01,28,0,24,0,346,30,0,0,15,769,0,0,0,0,0,0,0,0,0,0,0,27,4,0,1,30511,3444,385,770,316798,0.0,4.73,242.74,9.47,0,0,0,0,0,0.0,24,19.4,0,0,0.0,0.0,-2319.4285714285716,0,2,0,0,29.4,0.0,202106,-16281.0,0.0
Junio 2021,Andalucía,Málaga,2021-06-01,29,9,0,0,0,20,0,0,5,721,0,13288,0,0,0,0,0,0,0,0,0,29,4,1,0,12677,1781,138,523,172539,0.0,2.9,417.88,11.59,0,0,156,77,9,127.0,9,11.0,0,0,0.0,0.3,-131.85714285714286,0,2,0,0,14.3,90.4,202106,-924.0,0.0
Junio 2021,Melilla,Melilla,2021-06-01,52,194,0,0,0,0,0,0,0,0,100319,0,0,0,0,0,0,0,0,0,0,171,0,0,6,100471,10505,919,2481,1152651,8703.33,0.0,0.0,0.0,2710,1310,0,0,194,27.714285714285715,0,0.0,0,0,0.0,0.0,-13.857142857142858,0,0,0,0,182.4,235.1,202106,-97.0,8703.328240725077
Junio 2021,"Murcia, Región de",Murcia,2021-06-01,30,163,0,0,0,0,0,0,0,0,65948,0,0,0,0,0,0,0,0,0,0,161,1,0,0,66771,2563,263,1206,723576,9114.18,0.0,0.0,0.0,3433,1413,0,0,163,90.71428571428571,0,0.0,0,0,0.0,0.0,-228.57142857142858,0,0,0,0,201.1,474.4,202106,-1601.0,9114.177363538869
Junio 2021,"Navarra, Comunidad Foral de",Navarra,2021-06-01,31,0,28,0,0,23,0,0,13,840,60261,0,0,0,0,0,0,0,0,0,0,33,3,0,0,60532,4642,734,839,1149460,5242.55,1.13,73.08,2.0,457,236,413,208,0,0.0,28,29.7,0,0,0.0,0.0,-48.857142857142854,0,0,0,0,32.0,35.9,202106,-347.0,5242.548675030014
Junio 2021,Galicia,Ourense,2021-06-01,32,76,76,0,934,95,0,0,28,430,24665,24665,0,0,0,0,0,0,0,0,0,76,5,0,1,24117,2633,480,425,1032983,2387.75,2.71,41.63,9.2,1068,486,1068,486,76,19.142857142857142,76,69.4,1,0,0.2,1.0,1.7142857142857142,0,6,0,0,68.9,103.4,202106,12.0,2387.7450064521877
Junio 2021,Castilla y León,Palencia,2021-06-01,34,0,0,0,216,14,1327,1327,1,415,13612,0,0,0,0,0,0,0,0,0,0,0,1,0,0,13487,1425,124,414,134137,10147.83,0.75,309.39,10.44,95,34,0,0,0,17.428571428571427,0,0.0,0,0,0.0,0.0,-56.285714285714285,0,0,0,0,4.6,70.8,202106,-395.0,10147.833930981013
Junio 2021,Canarias,"Palmas, Las",2021-06-01,35,0,26,0,0,72,0,0,17,565,31032,29643,0,0,0,0,0,0,0,0,0,26,5,1,0,29882,3258,468,561,581078,5340.42,2.93,97.23,12.39,594,226,574,227,26,36.42857142857143,26,32.4,0,0,0.0,0.0,33.57142857142857,0,1,0,0,32.3,98.8,202106,234.0,5340.419014314773
Junio 2021,Galicia,Pontevedra,2021-06-01,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,1,0,0,146768,12790,1327,2794,1858683,0.0,0.0,0.0,0.0,0,0,0,0,0,39.142857142857146,0,0.0,0,0,0.0,0.0,-87.28571428571429,0,5,0,0,39.9,0.0,202106,-614.0,0.0
Junio 2021,"Rioja, La","Rioja, La",2021-06-01,26,12,0,0,0,6,0,0,7,737,0,12740,0,0,0,0,0,0,0,0,0,15,1,0,0,11869,1563,87,442,157640,0.0,4.44,467.52,3.81,0,0,167,96,12,1.7142857142857142,12,13.7,0,0,0.0,0.3,-4.857142857142857,0,3,0,0,13.1,105.9,202106,-34.0,0.0
Junio 2021,Castilla y León,Salamanca,2021-06-01,37,20,0,0,0,9,0,0,10,803,0,19184,0,0,0,0,0,0,0,0,0,16,4,0,0,18790,2103,245,543,160980,0.0,6.21,498.82,5.59,0,0,222,105,20,15.571428571428571,20,15.0,0,0,0.0,0.0,-126.0,0,1,0,0,13.7,137.9,202106,-884.0,0.0
Junio 2021,Canarias,Santa Cruz de Tenerife,2021-06-01,38,0,29,0,0,37,0,0,17,1723,0,46681,0,0,0,0,0,0,0,0,0,28,1,0,0,46186,5666,322,1715,495761,0.0,3.43,347.55,7.46,0,0,543,239,0,51.142857142857146,29,36.4,0,0,0.0,0.7,184.0,0,4,0,0,35.4,109.5,202106,1286.0,0.0
Junio 2021,Castilla y León,Segovia,2021-06-01,40,0,0,0,0,157,0,0,32,1622,96639,0,0,0,0,0,0,0,0,0,0,181,6,0,0,94736,7746,730,1610,1661785,5815.37,1.93,97.61,9.45,2558,1211,0,0,0,8.714285714285714,0,0.0,0,0,0.0,0.0,92.28571428571429,0,9,0,0,169.3,153.9,202106,646.0,5815.3732281853545
Junio 2021,Andalucía,Sevilla,2021-06-01,41,17,0,0,0,15,0,0,7,976,0,17526,0,0,0,0,0,0,0,0,0,18,1,0,0,15832,1781,173,617,153129,0.0,4.57,637.37,9.8,0,0,244,124,17,261.57142857142856,17,17.7,0,0,0.0,0.0,-144.0,0,1,0,0,15.9,159.3,202106,-1013.0,0.0
Junio 2021,Castilla y León,Soria,2021-06-01,42,0,0,0,0,14,0,0,3,417,15502,0,0,0,0,0,0,0,0,0,0,11,0,0,0,15274,2042,178,420,307651,5038.83,0.98,135.54,4.55,200,83,0,0,11,6.142857142857143,11,11.9,0,0,0.0,0.3,-29.428571428571427,0,1,0,0,11.3,65.0,202106,-207.0,5038.826462452585
Junio 2021,Cataluña,Tarragona,2021-06-01,43,0,208,0,0,139,0,0,26,2244,0,70354,0,0,0,0,0,0,0,0,0,106,2,1,1,71661,6050,467,2164,694844,0.0,3.74,322.95,20.0,0,0,1538,673,0,61.42857142857143,208,116.4,2,0,0.0,0.0,135.57142857142858,0,13,0,0,93.9,221.3,202106,943.0,0.0
Junio 2021,Aragón,Teruel,2021-06-01,44,0,6,0,0,7,0,0,2,540,0,19304,0,0,0,0,0,0,0,0,0,17,1,0,0,20448,2501,143,558,196329,0.0,1.02,275.05,3.57,0,0,271,112,0,6.142857142857143,6,19.0,0,0,0.0,0.0,17.857142857142858,0,2,0,0,15.6,138.0,202106,125.0,0.0
Junio 2021,Castilla - La Mancha,Toledo,2021-06-01,45,0,0,0,0,113,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,40,13,3,1,50494,4372,543,943,782979,0.0,4.85,0.0,14.43,0,0,0,0,0,0.0,0,0.0,0,0,0.0,0.0,-320.7142857142857,0,4,0,0,78.6,0.0,202106,0.0,0.0
Junio 2021,Comunitat Valenciana,Valencia/València,2021-06-01,46,27,0,0,794,43,1613,1613,10,476,17943,0,0,0,0,0,0,0,0,0,0,26,2,0,0,17845,1648,185,476,220461,8138.85,4.54,215.91,19.5,492,234,0,0,27,58.857142857142854,0,0.0,0,0,0.0,0.0,-473.42857142857144,0,1,0,0,32.1,223.2,202106,-3318.0,8138.854491270566
Junio 2021,Castilla y León,Valladolid,2021-06-01,47,298,0,0,0,0,0,0,0,2317,94399,0,0,0,0,0,0,0,0,0,0,290,30,2,5,94634,10287,899,2404,1152651,8189.73,0.0,201.01,0.0,5223,2551,0,0,298,95.85714285714286,0,0.0,0,0,0.0,0.0,54.42857142857143,0,22,0,0,359.3,453.1,202106,380.0,8189.7295885745125
Junio 2021,Castilla y León,Zamora,2021-06-01,49,32,32,0,642,102,0,0,44,322,29393,29393,0,0,0,0,0,0,0,0,0,31,3,2,0,28722,2535,604,319,1120406,2623.42,3.93,28.74,9.1,779,364,779,364,32,13.0,32,52.0,0,0,0.0,0.3,-57.57142857142857,0,5,0,0,51.9,69.5,202106,-405.0,2623.424008796811
Junio 2021,Aragón,Zaragoza,2021-06-01,50,0,178,0,0,74,0,0,23,1709,0,45675,0,0,0,0,0,0,0,0,0,71,4,1,0,45178,5616,320,1708,495761,0.0,4.64,344.72,14.93,0,0,1029,504,0,83.28571428571429,178,73.0,2,0,0.0,0.0,-125.0,0,3,0,0,66.7,207.6,202106,-879.0,0.0
Junio 2021,Castilla - La Mancha,Albacete,2021-06-02,2,0,52,0,0,90,0,0,31,2132,66809,64309,0,0,0,0,0,0,0,0,0,74,1,0,0,63352,1957,180,1433,771044,8664.75,4.02,276.51,11.67,1230,511,1217,501,86,14.714285714285714,86,71.6,0,0,0.0,0.0,178.14285714285714,0,3,0,0,84.0,157.8,202106,1395.0,8664.745461996981
Junio 2021,Comunitat Valenciana,Alicante/Alacant,2021-06-02,3,0,0,0,0,135,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,52,9,0,2,95839,7808,738,1614,1661785,0.0,1.44,0.0,8.12,0,0,0,0,0,25.571428571428573,0,0.0,0,0,0.0,0.0,-404.7142857142857,0,10,0,0,183.4,0.0,202106,-1180.0,0.0
Junio 2021,Andalucía,Almería,2021-06-02,4,0,0,0,0,16,0,0,2,417,15564,0,0,0,0,0,0,0,0,0,0,18,2,0,0,15342,2050,179,420,307651,5058.98,0.65,135.54,5.2,198,95,0,0,19,37.714285714285715,19,13.6,0,0,0.0,0.0,-58.857142857142854,0,1,0,0,14.6,64.4,202106,-565.0,5058.979167953298
Junio 2021,País Vasco,Araba/Álava,2021-06-02,1,0,0,0,0,121,0,0,28,1454,79129,0,0,0,0,0,0,0,0,0,0,62,4,0,2,77481,5444,622,1415,1240155,6380.57,2.26,117.24,9.76,1781,742,0,0,88,71.0,0,0.0,1,0,0.1,3.0,207.71428571428572,0,17,0,0,84.0,143.6,202106,-29.0,6380.573396067427
Junio 2021,"Asturias, Principado de",Asturias,2021-06-02,33,0,19,0,1393,48,0,0,25,823,59239,0,0,0,0,0,0,0,0,0,0,47,4,1,0,59497,4588,727,834,1149460,5153.64,2.17,71.6,4.18,759,407,712,376,0,72.28571428571429,19,53.7,2,0,0.0,0.0,-163.85714285714286,0,8,0,0,55.3,61.9,202106,823.0,5153.637360151723
Junio 2021,Castilla y León,Ávila,2021-06-02,5,18,0,110339,0,75,0,0,28,1598,112337,0,0,0,0,0,0,0,0,0,0,23,6,2,2,112620,9131,1201,1599,1493898,7519.72,1.87,106.97,5.02,1068,560,0,0,18,8.571428571428571,0,0.0,0,0,0.0,0.3,123.0,0,1,0,0,89.1,71.5,202106,977.0,7519.723568811258
Junio 2021,Extremadura,Badajoz,2021-06-02,6,76,0,0,3145,0,9735,9735,0,2585,91719,0,0,0,0,0,0,0,0,0,0,80,8,1,0,90851,9767,939,2594,964693,9507.58,0.0,267.96,0.0,1811,743,0,0,76,38.285714285714285,0,0.0,0,0,0.0,0.3,239.85714285714286,0,4,0,0,105.6,187.7,202106,2585.0,9507.584278107128
Junio 2021,"Balears, Illes","Balears, Illes",2021-06-02,7,25,0,0,0,19,0,0,7,976,0,17488,0,0,0,0,0,0,0,0,0,16,3,0,0,15800,1779,173,617,153129,0.0,4.57,637.37,12.41,0,0,251,133,25,12.428571428571429,25,19.0,0,0,0.0,0.0,19.428571428571427,0,1,0,0,17.0,163.9,202106,976.0,0.0
Junio 2021,Cataluña,Barcelona,2021-06-02,8,32,0,0,0,13,0,0,4,906,0,50872,0,0,0,0,0,0,0,0,0,33,3,0,0,49783,3463,318,919,673559,0.0,0.59,134.51,1.93,0,0,600,278,32,304.0,32,39.7,0,0,0.0,0.0,-2422.5714285714284,0,0,0,0,39.6,89.1,202106,906.0,0.0
Junio 2021,País Vasco,Bizkaia,2021-06-02,48,62,62,0,868,81,0,0,21,436,25817,25817,0,0,0,0,0,0,0,0,0,62,3,0,0,25262,2711,493,431,1032983,2499.27,2.03,42.21,7.84,918,403,918,403,62,137.28571428571428,62,57.6,0,0,0.0,0.3,62.285714285714285,0,2,0,0,57.1,88.9,202106,436.0,2499.2666868670635
Junio 2021,Castilla y León,Burgos,2021-06-02,9,0,0,0,0,14,0,0,4,112,5772,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5772,377,53,112,84777,6808.45,4.72,132.11,16.51,26,4,0,0,0,30.0,0,0.0,0,0,0.0,1.0,-182.0,0,4,0,0,0.6,30.7,202106,-650.0,6808.450405180651
Junio 2021,Extremadura,Cáceres,2021-06-02,10,0,8,0,303,18,0,0,1,97,0,8957,8557,0,0,0,0,0,0,0,0,7,1,0,1,8961,687,112,97,86487,0.0,1.16,112.16,20.81,0,0,224,99,0,10.142857142857142,8,14.1,1,0,1.0,0.3,-108.71428571428571,0,2,0,0,14.0,259.0,202106,-886.0,0.0
Junio 2021,Andalucía,Cádiz,2021-06-02,11,21,0,109060,0,69,0,0,30,1596,111269,0,0,0,0,0,0,0,0,0,0,22,7,1,1,111510,9046,1185,1593,1493898,7448.23,2.01,106.83,4.62,981,478,0,0,21,74.14285714285714,0,0.0,0,0,0.0,0.0,16.428571428571427,0,3,0,0,74.0,65.7,202106,793.0,7448.2327441364805
Junio 2021,Cantabria,Cantabria,2021-06-02,39,0,37,0,0,90,0,0,20,799,43456,42021,0,0,0,0,0,0,0,0,0,52,1,0,0,42225,1122,111,624,434930,9991.49,4.6,183.71,20.69,1004,363,982,353,58,34.142857142857146,56,50.4,1,0,0.1,1.0,33.0,0,6,0,0,57.1,225.8,202106,65.0,9991.492883912353
Junio 2021,Comunitat Valenciana,Castellón/Castelló,2021-06-02,12,0,0,0,0,16,0,0,2,417,15564,0,0,0,0,0,0,0,0,0,0,18,2,0,0,15342,2050,179,420,307651,5058.98,0.65,135.54,5.2,198,95,0,0,19,17.285714285714285,19,13.6,0,0,0.0,0.0,-55.285714285714285,0,1,0,0,14.6,64.4,202106,-386.0,5058.979167953298
Junio 2021,Ceuta,Ceuta,2021-06-02,51,0,0,0,0,85,0,0,32,819,53913,0,0,0,0,0,0,0,0,0,0,61,8,2,1,53674,3708,644,813,716820,7521.14,4.46,114.25,11.86,1100,503,0,0,70,17.285714285714285,0,0.0,2,0,0.2,0.0,100.71428571428571,0,10,0,0,66.0,153.5,202106,-1142.0,7521.1350129739685
Junio 2021,Castilla - La Mancha,Ciudad Real,2021-06-02,13,0,60,0,0,58,0,0,17,1182,0,61359,0,0,0,0,0,0,0,0,0,58,4,0,0,61744,5904,567,1170,654214,0.0,2.6,180.67,8.87,0,0,1079,449,0,0.0,60,64.1,0,0,0.0,0.0,-77.28571428571429,0,2,0,0,67.4,164.9,202106,-5.0,0.0
Junio 2021,Andalucía,Córdoba,2021-06-02,14,0,42,0,0,27,0,0,14,771,0,30612,0,0,0,0,0,0,0,0,0,49,0,0,0,30627,3450,385,771,316798,0.0,4.42,243.37,8.52,0,0,514,224,0,47.57142857142857,42,18.2,2,0,0.0,0.0,-26.285714285714285,0,2,0,0,37.0,162.2,202106,-16176.0,0.0
Junio 2021,Galicia,"Coruña, A",2021-06-02,15,0,0,0,0,13,0,0,3,213,12496,0,0,0,0,0,0,0,0,0,0,25,1,0,0,12306,1160,143,218,329587,3791.41,0.91,64.63,3.94,204,109,0,0,14,30.0,14,15.6,0,0,0.0,0.0,-136.71428571428572,0,0,0,0,17.9,61.9,202106,-1976.0,3791.4116758245927
